order_id,order_date,ship_date,delivery_date,order_status,customer_id,customer_name,country,state,city,product_id,product_name,category,sub_category,brand,quantity,unit_price,discount,shipping_cost,total_sales,payment_method
A15150,2026-01-20,2026-01-16,2026-01-10,Delivered,C9299,Gina Brooks,India,Montana,Kellyhaven,P698,bag,Fashion,Clothing,Green-Booth,5,8628.72,0.06,128.28,40683.263999999996,Card
A15151,2026-01-24,2026-02-02,2026-01-05,Delivered,C3839,Anthony Jacobs,India,Utah,Blairchester,P833,resource,Electronics,Accessories,Burch and Sons,1,46242.66,0.05,28.52,43959.047,Card
A15152,2026-01-25,2026-01-01,2026-01-26,Delivered,C2099,Ronald Kirk,India,South Carolina,South Larry,P594,week,Home,Furniture,Chen-Hicks,3,10709.64,0.18,129.57,26475.2844,UPI
A15153,2026-01-01,2026-01-30,2026-01-25,Delivered,C2170,Tammy Thomas,India,Wyoming,East Anthonyhaven,P516,another,Home,Furniture,"Collins, Douglas and Porter",3,47559.97,0.22,24.7,111315.0298,COD
A15154,2026-01-26,2026-01-13,2026-02-10,Delivered,C9324,Tyler Ryan,India,Kansas,Lake John,P500,chair,Electronics,Accessories,Preston and Sons,3,43168.8,0.22,130.21,101145.20200000002,Card
A15155,2026-01-09,2026-02-08,2026-01-11,Delivered,C8654,Jeffrey Johnson,India,Connecticut,Lake Elizabethburgh,P496,within,Electronics,Accessories,Davis-Kelly,4,49353.02,0.3,62.31,138250.76599999997,Card
A15156,2026-01-27,2026-02-06,2026-01-11,Delivered,C6398,Denise Santiago,India,Oregon,Owenhaven,P754,ahead,Electronics,Laptop,Silva-Richards,2,40056.68,0.13,142.3,69840.9232,NetBanking
A15157,2026-01-29,2026-02-05,2026-01-24,Delivered,C8843,Thomas Garcia,India,Utah,New Sarah,P907,his,Home,Furniture,"Romero, Ortiz and Warner",2,25685.5,0.15,137.57,43802.92,NetBanking
A15158,2026-01-22,2026-01-25,2026-02-09,Delivered,C5351,Katelyn Johnson,India,Hawaii,Peckbury,P721,ten,Home,Kitchen,Graves-Dominguez,5,19546.52,0.01,110.19,96865.464,COD
A15159,2026-01-18,2026-01-20,2026-01-01,Delivered,C1468,David Jones,India,Iowa,Jacobton,P209,white,Electronics,Mobile,Rowe-Clark,2,18026.77,0.24,88.53,27489.2204,Card
A15160,2026-02-02,2026-02-02,2026-01-13,Delivered,C2597,Maurice Buck,India,Pennsylvania,Jeantown,P233,anything,Electronics,Mobile,Fuller-Davis,4,31370.52,0.26,145.09,93001.8292,NetBanking
A15161,2026-02-10,2026-01-02,2026-01-04,Delivered,C9475,Matthew Andrews,India,Massachusetts,Kristinamouth,P239,conference,Home,Kitchen,"Brown, Underwood and Ross",2,23179.65,0.2,43.34,37130.78,Card
A15162,2026-01-09,2026-01-26,2026-02-05,Delivered,C9936,Alyssa Butler,India,Massachusetts,New Kathrynmouth,P287,card,Electronics,Accessories,"Wright, Pearson and Baker",1,15231.09,0.13,78.3,13329.3483,UPI
A15163,2026-01-12,2026-01-27,2026-02-07,Delivered,C7209,Kathy Jennings,India,Colorado,Jennachester,P828,agency,Home,Kitchen,Kim-Pacheco,3,48176.99,0.13,21.35,125763.2939,UPI
A15164,2026-02-09,2026-01-29,2026-01-23,Delivered,C4042,Jay Little,India,California,Allenbury,P751,send,Home,Furniture,Gomez-Sims,3,46169.2,0.25,131.58,104012.27999999998,UPI
A15165,2026-01-23,2026-01-23,2026-01-07,Delivered,C6011,Juan Martin,India,Iowa,Jenniferberg,P266,usually,Home,Furniture,Simpson-Fox,5,41336.13,0.1,22.6,186035.185,Card
A15166,2026-01-23,2026-01-16,2026-01-29,Delivered,C3065,Kathryn Larson,India,Washington,West Debraport,P566,off,Home,Furniture,Mendoza Inc,5,43827.65,0.22,113.73,171041.565,NetBanking
A15167,2026-01-25,2026-01-22,2026-01-04,Delivered,C3002,Brian Lopez,India,Washington,West Richardmouth,P810,institution,Home,Kitchen,"Joyce, Smith and Williams",2,31574.56,0.24,103.47,48096.8012,COD
A15168,2026-01-04,2026-01-24,2026-01-05,Delivered,C8575,Amanda Garcia,India,Rhode Island,Trevinoberg,P392,hospital,Electronics,Accessories,"Sutton, Roberts and Trujillo",3,27030.72,0.25,107.87,60926.990000000005,UPI
A15169,2026-01-20,2026-02-07,2026-01-07,Delivered,C3424,Samuel Ashley,India,Colorado,West Christopher,P358,current,Home,Kitchen,Foster Ltd,2,4054.92,0.03,50.6,7917.1448,Card
A15170,2026-01-03,2026-01-10,2026-01-30,Delivered,C3687,Erika Hernandez,India,Hawaii,Deannaland,P732,go,Electronics,Laptop,Chandler Group,3,6141.95,0.07,107.73,17243.7705,COD
A15171,2026-02-10,2026-02-09,2026-01-15,Delivered,C5391,Anne Walters,India,New Jersey,Melissaport,P233,really,Electronics,Mobile,Acosta-Brown,2,23537.08,0.08,145.48,43453.70720000001,COD
A15172,2026-01-06,2026-02-08,2026-01-01,Delivered,C7152,Maureen Erickson,India,Utah,New Kevinland,P357,job,Electronics,Mobile,Ryan Group,2,11109.0,0.25,41.77,16705.27,UPI
A15173,2026-01-25,2026-01-03,2026-01-23,Delivered,C1242,Walter Lucas,India,Vermont,Mcdowellshire,P447,none,Electronics,Mobile,Mathis PLC,5,37212.05,0.19,102.93,150811.7325,COD
A15174,2026-02-08,2026-01-17,2026-02-03,Delivered,C6384,James Owen,India,Louisiana,Port Tara,P223,how,Electronics,Accessories,"Duncan, Smith and Diaz",5,8389.67,0.1,136.98,37890.495,COD
A15175,2026-01-11,2026-01-16,2026-01-11,Delivered,C6472,Dr. Cindy Collier DDS,India,Oregon,Bethtown,P308,strategy,Electronics,Laptop,"Chavez, Castillo and Cook",5,21397.87,0.22,138.04,83589.733,UPI
A15176,2026-01-05,2026-01-07,2026-01-18,Delivered,C5841,Abigail Frederick,India,Arizona,Melissaberg,P824,region,Electronics,Laptop,"Peterson, Taylor and Velasquez",2,38689.72,0.08,41.72,71230.80480000001,UPI
A15177,2026-01-30,2026-02-08,2026-01-15,Delivered,C7297,James Anderson,India,Delaware,Harrisbury,P519,act,Electronics,Laptop,"Bryant, Whitaker and Chung",4,43683.56,0.04,124.95,167869.8204,COD
A15178,2026-01-18,2026-02-02,2026-01-25,Delivered,C6631,Annette Rocha,India,New Mexico,Lawrenceburgh,P741,enter,Electronics,Mobile,Lopez and Sons,1,14283.08,0.15,38.13,12178.748,UPI
A15179,2026-02-04,2026-01-31,2026-02-04,Delivered,C3315,Christopher Nelson,India,South Dakota,Tonystad,P746,sign,Home,Kitchen,"Donaldson, Cohen and Martinez",3,12169.31,0.05,44.24,34726.773499999996,UPI
A15180,2026-01-13,2026-01-04,2026-01-25,Delivered,C5799,Ronnie Mclaughlin,India,Oregon,Washingtonberg,P186,team,Fashion,Clothing,"Jenkins, Smith and Dennis",3,35800.68,0.19,41.33,87036.98240000001,Card
A15181,2026-01-20,2026-02-04,2026-01-27,Delivered,C6257,Samantha Lewis,India,New York,Karinaborough,P766,easy,Fashion,Footwear,Horn Ltd,4,33227.96,0.02,37.15,130290.75319999999,UPI
A15182,2026-01-27,2026-01-10,2026-01-09,Delivered,C6369,Richard Obrien,India,Colorado,North Victor,P791,say,Electronics,Laptop,Taylor PLC,3,30430.56,0.17,133.57,75905.66440000001,UPI
A15183,2026-02-08,2026-01-30,2026-01-06,Delivered,C6799,Douglas Eaton,India,West Virginia,Hodgesbury,P780,successful,Fashion,Footwear,Terry-Brewer,3,44743.37,0.11,73.79,119538.58790000001,NetBanking
A15184,2026-01-04,2026-01-29,2026-01-27,Delivered,C8948,Nicholas Mcdonald,India,Idaho,Erinfort,P733,treatment,Electronics,Accessories,Bryant-Guzman,3,45978.99,0.15,20.41,117266.8345,NetBanking
A15185,2026-01-06,2026-01-26,2026-01-28,Delivered,C2605,Troy Briggs,India,Colorado,Gordonfurt,P909,cut,Fashion,Clothing,"Page, Allen and Mccarthy",5,30864.48,0.2,99.47,123557.39,COD
A15186,2026-01-14,2026-01-24,2026-01-10,Delivered,C5781,Matthew Wallace,India,New Jersey,West Emilybury,P758,serious,Fashion,Footwear,Hays-Smith,5,22328.26,0.1,34.59,100511.76,COD
A15187,2026-01-10,2026-01-05,2026-01-30,Delivered,C8852,Nicole Miller,India,Montana,Tylerburgh,P469,it,Fashion,Clothing,Bridges-Love,1,12074.4,0.15,103.53,10366.77,Card
A15188,2026-01-16,2026-01-02,2026-01-30,Delivered,C2306,James Hughes,India,Vermont,Port Brian,P866,throw,Home,Furniture,Cox-Fisher,3,48259.15,0.11,139.65,128991.58050000001,COD
A15189,2026-01-03,2026-01-26,2026-01-04,Delivered,C8445,Catherine Nielsen,India,North Carolina,Johnsonside,P963,realize,Home,Kitchen,Gonzalez Group,4,47328.28,0.26,98.39,140190.0988,UPI
A15190,2026-01-07,2026-01-13,2026-01-08,Delivered,C4984,Jeff Ryan MD,India,Idaho,South Cindyside,P872,laugh,Home,Furniture,"Kelly, Rogers and Davis",2,10105.17,0.29,134.36,14483.7014,UPI
A15191,2026-02-04,2026-01-22,2026-01-14,Delivered,C4967,Shawn Lopez,India,Oregon,New Dennis,P796,notice,Electronics,Accessories,"Hamilton, Jennings and Oliver",1,19737.11,0.26,88.81,14694.2714,Card
A15192,2026-01-09,2026-01-09,2026-01-30,Delivered,C3007,Janet Smith,India,Wyoming,South Jeremiahchester,P441,behavior,Fashion,Clothing,"Castro, Williams and Lopez",3,39087.85,0.03,102.78,113848.42349999999,Card
A15193,2026-02-07,2026-01-21,2026-02-03,Delivered,C9409,Crystal Myers,India,Connecticut,North Colleenville,P313,by,Electronics,Accessories,"Miranda, Maynard and Rowe",4,24264.64,0.22,33.84,75739.5168,UPI
A15194,2026-01-05,2026-02-05,2026-02-05,Delivered,C3749,Mariah Costa,India,Kansas,New Karen,P496,court,Electronics,Accessories,Green-Jensen,2,21141.05,0.08,42.96,38942.492,Card
A15195,2026-01-15,2026-02-08,2026-02-04,Delivered,C8823,Joseph Alvarado,India,California,South Kevin,P916,practice,Fashion,Footwear,Villegas and Sons,5,20492.66,0.25,138.14,76985.615,NetBanking
A15196,2026-01-09,2026-01-03,2026-01-03,Delivered,C5636,Michael Mccormick,India,Vermont,Katieland,P635,she,Electronics,Mobile,Hernandez and Sons,4,18117.42,0.19,22.5,58722.9408,COD
A15197,2026-01-28,2026-02-05,2026-01-23,Delivered,C9751,Ann Carroll,India,Idaho,Nicholsonchester,P630,family,Electronics,Accessories,"Rivers, Knox and Bryant",5,13626.34,0.28,45.68,49100.50399999999,NetBanking
A15198,2026-02-08,2026-01-24,2026-01-23,Delivered,C4183,Garrett Ellison,India,Alaska,Johnsonville,P112,necessary,Home,Kitchen,Mays and Sons,4,13609.96,0.3,87.23,38195.117999999995,COD
A15199,2026-01-31,2026-01-09,2026-01-11,Delivered,C5362,Steven Anderson,India,Arkansas,Kellerberg,P493,ready,Fashion,Clothing,Harrison-Wolfe,4,33456.41,0.3,32.59,93710.538,COD
A15200,2026-01-06,2026-01-24,2026-01-28,Delivered,C1145,Kara Bridges,India,South Carolina,South Matthew,P266,similar,Fashion,Footwear,Anderson PLC,5,30165.11,0.29,115.97,107202.11049999998,Card
A15201,2026-01-12,2026-01-05,2026-02-02,Delivered,C5753,Elizabeth Bishop,India,Missouri,East Timothy,P683,talk,Home,Furniture,Armstrong-Mills,4,38318.04,0.13,102.56,133449.3392,Card
A15202,2026-01-24,2026-02-04,2026-01-20,Delivered,C2033,Amy Randolph,India,Maryland,South Jasminehaven,P642,director,Electronics,Accessories,Coffey Inc,4,26895.73,0.23,59.92,82898.7684,UPI
A15203,2026-01-04,2026-01-10,2026-01-17,Delivered,C3699,Ariel Gilbert,India,Oklahoma,Port Andrew,P206,skin,Home,Kitchen,"Garcia, Walker and Wallace",4,31002.4,0.18,61.38,101749.25200000002,Card
A15204,2026-02-05,2026-01-01,2026-01-16,Delivered,C6212,Shane Schroeder,India,Indiana,Garrisonhaven,P143,example,Fashion,Clothing,Reyes and Sons,4,10159.37,0.12,36.42,35797.4024,NetBanking
A15205,2026-01-16,2026-01-24,2026-02-06,Delivered,C7039,Tracy Jones,India,Idaho,West Katelyn,P427,character,Home,Kitchen,"Turner, Lindsey and Rodriguez",1,6225.6,0.04,69.31,6045.886,COD
A15206,2026-01-26,2026-02-10,2026-01-30,Delivered,C1101,Courtney Jensen,India,Tennessee,New Georgeborough,P220,right,Electronics,Laptop,Hahn Group,2,49340.4,0.12,24.06,86863.164,UPI
A15207,2026-01-01,2026-01-10,2026-01-17,Delivered,C4208,Catherine Garrett,India,Indiana,Taylormouth,P844,activity,Electronics,Mobile,Jackson Group,4,20723.14,0.23,126.87,63954.141200000005,NetBanking
A15208,2026-02-07,2026-01-11,2026-01-15,Delivered,C3827,Sharon Vincent,India,Missouri,Lake Sarah,P609,thing,Home,Kitchen,Cantrell-Cowan,2,44334.74,0.28,48.16,63890.1856,Card
A15209,2026-02-09,2026-02-04,2026-01-24,Delivered,C9003,Amanda Williams,India,Missouri,East Brett,P100,on,Electronics,Laptop,Rogers Group,3,20665.56,0.26,116.03,45993.573200000006,Card
A15210,2026-01-30,2026-02-01,2026-02-04,Delivered,C6616,Kevin Jordan,India,Rhode Island,West Jared,P786,knowledge,Electronics,Laptop,"Pena, Meyer and Oneill",1,9584.89,0.13,118.3,8457.154299999998,NetBanking
A15211,2026-02-07,2026-01-18,2026-01-31,Delivered,C3031,Nicole Davis,India,North Dakota,North Kendrafort,P571,today,Electronics,Accessories,Rodriguez-Cabrera,3,23837.78,0.24,117.51,54467.6484,Card
A15212,2026-01-25,2026-01-19,2026-01-03,Delivered,C2489,Henry Walker,India,Maryland,Colleenchester,P223,physical,Fashion,Clothing,Crawford-Smith,3,2775.99,0.06,148.75,7977.041799999999,COD
A15213,2026-01-08,2026-01-10,2026-02-06,Delivered,C7853,Jose Walker,India,Idaho,Bridgetside,P354,college,Home,Kitchen,Ruiz-Hammond,5,38727.11,0.12,79.53,170478.81399999998,UPI
A15214,2026-01-14,2026-01-07,2026-01-06,Delivered,C3748,Russell Gonzalez,India,Delaware,New Calebland,P284,entire,Home,Kitchen,"Long, Hopkins and Garcia",4,39521.12,0.11,20.28,140715.4672,Card
A15215,2026-01-29,2026-01-26,2026-01-03,Delivered,C8537,Whitney Brown MD,India,Ohio,East Steven,P889,natural,Fashion,Footwear,Kent PLC,4,44976.2,0.23,123.76,138650.456,Card
A15216,2026-01-08,2026-01-27,2026-02-04,Delivered,C3318,Kathleen Green,India,Pennsylvania,Marquezmouth,P656,run,Fashion,Footwear,Hobbs Inc,1,19788.26,0.29,147.73,14197.394599999998,Card
A15217,2026-02-06,2026-01-10,2026-01-19,Delivered,C3455,Cheyenne Hammond,India,North Dakota,New Ashleyville,P483,but,Fashion,Footwear,Jacobs Ltd,1,34588.92,0.11,92.05,30876.1888,UPI
A15218,2026-01-13,2026-02-03,2026-01-16,Delivered,C6335,Brittany Wilson,India,Washington,West Amanda,P304,energy,Electronics,Mobile,Walker-Estrada,3,41501.92,0.02,142.19,122157.8348,NetBanking
A15219,2026-01-22,2026-01-30,2026-01-29,Delivered,C2743,Stephanie Mcintyre,India,Alabama,Markbury,P899,investment,Fashion,Clothing,Lewis LLC,5,22729.41,0.25,144.53,85379.8175,NetBanking
A15220,2026-01-01,2026-01-11,2026-02-01,Delivered,C8588,Valerie Blair,India,Wyoming,North Markview,P361,tax,Electronics,Mobile,Hunter-Shepherd,3,33716.43,0.22,149.82,79046.26620000001,COD
A15221,2026-02-09,2026-02-07,2026-01-08,Delivered,C4727,Dakota Anderson,India,Maine,Lake Adamport,P176,enjoy,Home,Furniture,"Smith, Case and Miller",1,36060.67,0.26,147.9,26832.7958,NetBanking
A15222,2026-01-24,2026-01-23,2026-01-06,Delivered,C1137,Amber Howe,India,Maine,Pattonstad,P314,need,Home,Furniture,Robinson-Smith,3,48613.58,0.1,72.52,131329.186,COD
A15223,2026-01-02,2026-02-08,2026-01-09,Delivered,C6552,Nancy Dickerson,India,Massachusetts,Michaelshire,P674,south,Fashion,Clothing,Pope-Beck,1,35448.26,0.18,89.98,29157.553200000002,UPI
A15224,2026-01-20,2026-02-09,2026-01-28,Delivered,C7855,Daniel Love,India,Kentucky,New Jeffrey,P526,several,Electronics,Laptop,"Marsh, Sanchez and Jones",4,4420.53,0.04,142.94,17117.775199999996,Card
A15225,2026-01-25,2026-01-14,2026-02-03,Delivered,C5435,Kelly Davis,India,Kansas,Tinamouth,P880,little,Fashion,Footwear,Gardner-Carter,2,32712.74,0.22,140.66,51172.534400000004,Card
A15226,2026-01-24,2026-01-07,2026-02-09,Delivered,C7127,Scott Sanders,India,Iowa,New Laurabury,P700,call,Fashion,Footwear,"Forbes, Sexton and Zavala",4,36743.97,0.07,131.99,136819.55839999998,UPI
A15227,2026-02-08,2026-01-16,2026-01-14,Delivered,C4145,Benjamin Matthews,India,Kansas,Lake Tracy,P846,research,Electronics,Laptop,Edwards and Sons,1,28885.72,0.03,132.56,28151.708400000003,COD
A15228,2026-01-30,2026-01-26,2026-01-12,Delivered,C4461,Arthur Pena,India,New Mexico,Hallside,P710,special,Home,Kitchen,"Reid, Ramsey and Manning",4,9707.55,0.19,34.63,31487.092,COD
A15229,2026-02-04,2026-01-23,2026-01-11,Delivered,C8320,Ann Bowman,India,Minnesota,New Juanton,P994,should,Electronics,Accessories,"Rodriguez, Henderson and Flores",1,42216.38,0.03,74.07,41023.9586,Card
A15230,2026-02-03,2026-02-02,2026-02-07,Delivered,C4556,Tiffany Barnett,India,Missouri,Melvinburgh,P741,hear,Fashion,Clothing,Jackson Ltd,2,4686.59,0.26,36.61,6972.763199999999,UPI
A15231,2026-01-17,2026-01-17,2026-01-26,Delivered,C3849,Jeremy Foster,India,New Mexico,East Matthewburgh,P173,morning,Home,Furniture,"Collins, Watson and Grant",2,16857.55,0.29,101.25,24038.970999999998,NetBanking
A15232,2026-01-03,2026-02-06,2026-01-20,Delivered,C6362,Emily Thompson,India,Kansas,Sanchezbury,P217,term,Electronics,Accessories,"Ellis, Smith and Calhoun",3,16609.83,0.17,50.42,41408.8967,UPI
A15233,2026-01-15,2026-01-03,2026-01-26,Delivered,C8790,Nicholas Kelley,India,Alabama,Hernandezmouth,P564,since,Home,Kitchen,"Santana, Nielsen and Perkins",2,28026.3,0.02,96.78,55028.327999999994,NetBanking
A15234,2026-01-16,2026-01-14,2026-01-09,Delivered,C7273,Kimberly Holloway,India,New Hampshire,Judithport,P709,practice,Home,Furniture,"Mcdonald, Gibson and Hill",3,47716.15,0.03,78.3,138932.2965,Card
A15235,2026-01-20,2026-01-03,2026-01-29,Delivered,C5351,Michael Daniels,India,West Virginia,South Tommy,P922,condition,Home,Furniture,Hanna Inc,4,1270.5,0.23,47.42,3960.56,Card
A15236,2026-01-23,2026-01-26,2026-02-01,Delivered,C6712,Alyssa Adkins,India,Alaska,South James,P976,break,Fashion,Clothing,"Sullivan, Stuart and Contreras",4,9203.46,0.16,30.8,30954.425599999995,Card
A15237,2026-01-08,2026-01-26,2026-01-12,Delivered,C7456,Tara Williams,India,Nebraska,Lake Michaelberg,P801,just,Electronics,Mobile,Wilson Ltd,1,18125.12,0.09,111.4,16605.2592,NetBanking
A15238,2026-01-12,2026-02-07,2026-01-03,Delivered,C1918,Kathy Johnson,India,North Carolina,Powellview,P843,within,Home,Kitchen,Myers-Cox,4,25661.32,0.28,74.47,73979.0716,COD
A15239,2026-01-29,2026-01-07,2026-01-11,Delivered,C6726,Anthony Wilcox,India,Ohio,Benjaminport,P166,without,Electronics,Laptop,Ross LLC,4,282.86,0.27,71.53,897.4812,UPI
A15240,2026-02-02,2026-01-21,2026-01-13,Delivered,C6214,Casey Keller,India,Rhode Island,Jasonbury,P160,check,Electronics,Accessories,Guerrero-Alvarado,4,23909.27,0.3,100.35,67046.306,UPI
A15241,2026-02-02,2026-01-26,2026-01-22,Delivered,C7109,Michael Arnold,India,Michigan,East Darryl,P314,rate,Home,Kitchen,Mcdaniel LLC,1,44372.06,0.08,144.45,40966.7452,NetBanking
A15242,2026-01-28,2026-02-06,2026-01-20,Delivered,C1636,Kevin Smith,India,Alabama,Philipmouth,P686,write,Fashion,Clothing,Caldwell Inc,3,21421.24,0.16,53.09,54034.614799999996,Card
A15243,2026-02-08,2026-01-30,2026-01-05,Delivered,C7548,Samuel Davis,India,Idaho,Simmonstown,P682,wall,Electronics,Accessories,Richards Ltd,2,11449.2,0.02,145.81,22586.242000000002,NetBanking
A15244,2026-01-10,2026-01-04,2026-01-27,Delivered,C4148,Mr. Richard Johnston,India,Illinois,Carloschester,P310,usually,Electronics,Mobile,Day Group,1,4652.84,0.1,68.93,4256.486000000001,Card
A15245,2026-01-26,2026-02-07,2026-01-13,Delivered,C3913,George Hernandez,India,Maine,Josephport,P554,stand,Fashion,Footwear,Pruitt-Wilson,3,32615.29,0.01,112.67,96980.08129999999,Card
A15246,2026-01-05,2026-01-20,2026-01-11,Delivered,C5746,Katrina Bradley,India,Tennessee,Danielburgh,P235,spring,Electronics,Mobile,"Cook, Walter and Williams",2,40066.95,0.08,37.12,73760.30799999999,COD
A15247,2026-02-05,2026-01-07,2026-02-06,Delivered,C2931,Monica Ferguson,India,Pennsylvania,Leechester,P364,gas,Fashion,Footwear,Golden-Santos,4,35142.98,0.03,76.87,136431.6324,NetBanking
A15248,2026-02-01,2026-01-01,2026-02-03,Delivered,C8932,Derek Wilcox,India,Iowa,Mcdanielbury,P121,certain,Fashion,Footwear,"Zhang, Foster and Brown",4,34867.82,0.05,143.24,132640.95599999998,UPI
A15249,2026-01-10,2026-01-12,2026-02-07,Delivered,C5693,Brittany Doyle,India,Maine,Smithton,P193,man,Home,Furniture,Miller-Farley,5,13460.64,0.19,77.29,54592.882000000005,Card
A15250,2026-01-16,2026-01-01,2026-02-07,Delivered,C6333,Linda Rogers,India,Minnesota,Raymondside,P342,their,Fashion,Footwear,West-Jenkins,4,25695.59,0.01,116.23,101870.7664,Card
A15251,2026-01-13,2026-02-08,2026-01-04,Delivered,C9573,Chloe Lang,India,West Virginia,Boltonmouth,P461,improve,Fashion,Footwear,Avila-Carroll,3,30455.03,0.14,73.08,78647.05739999999,UPI
A15252,2026-01-15,2026-02-02,2026-02-08,Delivered,C4093,Andrew Roth,India,Missouri,North Kenneth,P439,audience,Home,Kitchen,Schmidt-Meyer,3,31670.19,0.22,130.7,74238.94459999999,Card
A15253,2026-01-21,2026-01-06,2026-01-19,Delivered,C2029,Jackie Wallace,India,Missouri,Lake Justinfort,P471,plant,Electronics,Mobile,Brown LLC,3,19950.22,0.19,46.0,48525.034600000006,NetBanking
A15254,2026-01-14,2026-01-10,2026-02-09,Delivered,C5295,Matthew Rodriguez,India,New Hampshire,Lake Brittanyland,P600,cost,Electronics,Mobile,Jenkins-Richards,4,8404.18,0.06,146.04,31745.7568,NetBanking
A15255,2026-01-22,2026-02-03,2026-01-04,Delivered,C9403,Daniel Adams,India,Arkansas,Julieport,P512,purpose,Fashion,Footwear,Rivera and Sons,3,44209.44,0.09,73.82,120765.59120000002,NetBanking
A15256,2026-01-20,2026-02-02,2026-01-03,Delivered,C5794,Tiffany Brewer,India,New York,Coxhaven,P948,site,Home,Furniture,Hall Group,5,30811.28,0.2,126.51,123371.62999999999,NetBanking
A15257,2026-01-16,2026-02-04,2026-01-29,Delivered,C8066,Jacqueline Waller,India,South Dakota,Russellchester,P603,minute,Fashion,Clothing,"Dyer, Castillo and Palmer",5,1825.56,0.29,21.12,6501.857999999999,COD
A15258,2026-01-21,2026-01-30,2026-01-26,Delivered,C2732,Ryan Williams,India,New Jersey,Lake Josephhaven,P665,note,Home,Kitchen,Lam-Lin,4,46379.43,0.11,86.29,165197.0608,NetBanking
A15259,2026-01-02,2026-01-25,2026-01-20,Delivered,C7409,Amanda Bush,India,North Dakota,Kyleton,P442,throughout,Home,Kitchen,Lawrence Group,5,15344.84,0.26,84.76,56860.668,NetBanking
A15260,2026-01-15,2026-01-31,2026-01-01,Delivered,C6339,Alexander Black,India,New Jersey,Phillipsfurt,P241,agency,Fashion,Footwear,Kelly-Hall,3,22119.02,0.28,48.52,47825.60319999999,Card
A15261,2026-01-01,2026-01-17,2026-01-12,Delivered,C3091,Kimberly Golden,India,Georgia,Lake Catherineview,P659,reason,Home,Kitchen,Lawrence PLC,1,47437.51,0.01,98.12,47061.25490000001,UPI
A15262,2026-01-25,2026-01-21,2026-02-04,Delivered,C4746,Francisco Mccall,India,Minnesota,Port Ashleychester,P841,hear,Home,Furniture,"Barnett, Martin and Smith",3,690.42,0.27,129.6,1641.6197999999997,Card
A15263,2026-01-19,2026-02-08,2026-02-03,Delivered,C9100,Ann Ramirez,India,Virginia,Robbinsport,P506,ball,Fashion,Clothing,Lowe and Sons,3,3959.72,0.17,27.31,9887.012799999999,UPI
A15264,2026-01-30,2026-01-26,2026-01-25,Delivered,C5289,Shelby Acosta,India,West Virginia,Robinstad,P675,use,Fashion,Clothing,"Johnson, Andrade and Dickson",3,9748.53,0.18,42.24,24023.623800000005,UPI
A15265,2026-01-17,2026-02-08,2026-01-05,Delivered,C7570,Jeffrey Dyer,India,Washington,Claytonland,P982,anything,Home,Kitchen,Rollins-Alexander,4,2117.94,0.07,105.74,7984.4767999999995,Card
A15266,2026-01-29,2026-01-08,2026-02-01,Delivered,C4001,Jonathan Roy,India,Indiana,South Jefferyshire,P167,movie,Electronics,Laptop,Duncan-Keith,4,44152.74,0.09,80.75,160796.7236,NetBanking
A15267,2026-01-09,2026-02-04,2026-01-25,Delivered,C5925,Patricia Best,India,North Carolina,Port Jeffreyton,P433,night,Electronics,Mobile,Williams and Sons,3,21304.38,0.09,68.62,58229.5774,NetBanking
A15268,2026-01-09,2026-01-22,2026-01-10,Delivered,C2844,Cynthia Lee,India,New Hampshire,South Brandontown,P146,drive,Electronics,Laptop,Hall-Jennings,3,20734.12,0.01,23.86,61604.1964,COD
A15269,2026-01-29,2026-02-05,2026-01-09,Delivered,C7933,Diana Martinez,India,North Carolina,Thomasfort,P546,police,Home,Kitchen,Soto LLC,3,26213.41,0.18,20.2,64505.1886,Card
A15270,2026-01-03,2026-01-25,2026-01-14,Delivered,C8770,Anthony Dunn,India,Nebraska,Mossview,P707,player,Electronics,Accessories,Doyle-Wise,2,34085.27,0.02,120.66,66927.7892,Card
A15271,2026-02-02,2026-01-09,2026-02-09,Delivered,C2821,Caroline Smith,India,Rhode Island,Rachelton,P505,capital,Fashion,Footwear,"Shelton, Davis and Ray",1,27044.98,0.04,108.75,26071.9308,COD
A15272,2026-01-08,2026-01-04,2026-02-10,Delivered,C8673,Tyler Gonzalez,India,Wisconsin,Garnerstad,P321,discover,Electronics,Laptop,Carter Group,5,21341.59,0.12,119.26,94022.256,COD
A15273,2026-02-04,2026-01-04,2026-01-04,Delivered,C6676,Mrs. Tiffany Thompson,India,Nevada,South Andrew,P706,worker,Fashion,Footwear,Turner-Martinez,5,15893.28,0.02,57.26,77934.332,Card
A15274,2026-01-11,2026-02-03,2026-02-01,Delivered,C9993,Justin Thompson,India,New York,West Debra,P624,owner,Fashion,Footwear,Hughes-Suarez,2,39031.6,0.19,69.19,63300.382000000005,COD
A15275,2026-01-07,2026-01-21,2026-02-01,Delivered,C3053,Paul Daniels,India,Pennsylvania,Atkinsview,P432,degree,Fashion,Clothing,"Wilson, Erickson and Duffy",3,8680.98,0.17,89.06,21704.7002,UPI
A15276,2026-01-31,2026-02-04,2026-01-01,Delivered,C7470,Kimberly Owens,India,Wyoming,Michaelberg,P300,remain,Fashion,Clothing,French Group,1,39612.66,0.06,110.95,37346.850399999996,Card
